# source_page	target	reason	branch	measure
# page-map v2 - GENERATED by page-structure-advice.py v1.3.0; the Markdown report is its rendering.
# branch: spec 9e routing branch 1-4; 5 = RETIRED (non-authoritative guide tree, not migrated).
# HUMAN REVIEW 2026-08-31 (operator): 15 [MAP-EDIT] rows — the generator anchored the
# FHIR-Profile family on SearchParameter artefacts by compact-name match; the pages are
# about the PROFILES (>2-profiles intro-notes rule, try-run precedent). Suchparameter
# SECTIONS of the profile pages split to search-parameters.md. Folder index stubs are
# "absichtlich leer" -> RETIRED. Re-generation overwrites this review — re-apply.
MIIIGModulStudie/Index.page.md	input/pagecontent/index.md	an agreed page already owns the concern	3	agreed page named 'index' exists in the target
MIIIGModulStudie/Release-Notes.page.md	input/pagecontent/changes.md	semantic home per references/routing-table.tsv	3	semantic match 'releasenotes' -> changes (routing-table)
MIIIGModulStudie/BeschreibungModul.page.md	input/pagecontent/index.md	semantic home per references/routing-table.tsv	3	semantic match 'beschreibungmodul' -> index (routing-table)
MIIIGModulStudie/KontextimGesamtprojektBezgezuanderenModulen.page.md	input/pagecontent/implementer-guidance.md	semantic home per references/routing-table.tsv	3	semantic match 'kontextimgesamtprojekt' -> implementer-guidance (routing-table)
MIIIGModulStudie/Referenzen.page.md	input/pagecontent/implementer-guidance.md	semantic home per references/routing-table.tsv	3	semantic match 'referenzen' -> implementer-guidance (routing-table)
MIIIGModulStudie/AnwendungsflleInformationsmodell/Index.page.md	RETIRED	[MAP-EDIT] deliberately-empty Simplifier folder index ("Diese Seite wurde absichtlich leer gelassen") — navigation moves to the template menu	5	3-line stub, no content runs
MIIIGModulStudie/AnwendungsflleInformationsmodell/BeschreibungvonSzenarienfrdieAnwendungderModule.page.md	input/pagecontent/guidance.md	semantic home per references/routing-table.tsv	3	semantic match 'szenarien' -> guidance (routing-table)
MIIIGModulStudie/AnwendungsflleInformationsmodell/Datenstzeinkl.Beschreibungen.page.md	input/pagecontent/logical-models.md	[MAP-EDIT] the Datensatz/LM page — semantic home is the logical-models page (the template's "Datasets and Descriptions" menu entry links logical-models.html); FQL differential table -> LM artifact page link; note: FQL queries the retired ext-space canonical (source defect, queue ②)	3	page renders mii-lm-studie-logicalmodel
MIIIGModulStudie/AnwendungsflleInformationsmodell/UML.page.md	input/pagecontent/uml-diagrams.md	semantic home per references/routing-table.tsv	3	semantic match 'uml' -> uml-diagrams (routing-table)
MIIIGModulStudie/TechnischeImplementierung/Index.page.md	RETIRED	[MAP-EDIT] deliberately-empty Simplifier folder index ("Diese Seite wurde absichtlich leer gelassen") — navigation moves to the template menu	5	5-line stub, no content runs
MIIIGModulStudie/TechnischeImplementierung/CapabilityStatement.page.md	input/pagecontent/capability-statements.md	semantic home per references/routing-table.tsv	3	semantic match 'capabilitystatement' -> capability-statements (routing-table)
MIIIGModulStudie/TechnischeImplementierung/Terminologie.page.md	input/pagecontent/value-sets.md	[MAP-EDIT] 4-line terminology note -> intro section of value-sets.md (+ pointer from code-systems.md); its claim "keine eigenen CodeSystems und ValueSets" contradicts the shipped 2 CS + 2 VS — source-declared defect, carried verbatim, queue ② for the owners	3	4-line page; module ships 2 CS + 2 VS
MIIIGModulStudie/TechnischeImplementierung/FHIR-Profile/Index.page.md	input/pagecontent/profiles.md	[MAP-EDIT] family overview of the 7 PROFILES -> profiles.md intro (generator had anchored on SearchParameters); Warning.jpg render crosswalked to the tree-local image	2	7 profile children + cross-module Organization page
MIIIGModulStudie/TechnischeImplementierung/FHIR-Profile/DocumentReference.page.md	input/intro-notes/StructureDefinition-mii-pr-studie-dokument-intro.md	[MAP-EDIT] content about ONE profile -> its intro note (>2-profiles rule); Suchparameter section split -> search-parameters.md	1	profile mii-pr-studie-dokument (DocumentReference)
MIIIGModulStudie/TechnischeImplementierung/FHIR-Profile/EvidenceVariable.page.md	input/intro-notes/StructureDefinition-mii-pr-studie-ein-auschluss-kriterium-intro.md	[MAP-EDIT] content about ONE profile -> its intro note; Suchparameter section split -> search-parameters.md	1	profile mii-pr-studie-ein-auschluss-kriterium (EvidenceVariable)
MIIIGModulStudie/TechnischeImplementierung/FHIR-Profile/Library.page.md	input/intro-notes/StructureDefinition-mii-pr-studie-register-intro.md	[MAP-EDIT] content about ONE profile -> its intro note; Suchparameter section split -> search-parameters.md	1	profile mii-pr-studie-register (Library)
MIIIGModulStudie/TechnischeImplementierung/FHIR-Profile/Organization.page.md	input/pagecontent/profiles.md	[MAP-EDIT] no module Organization profile exists — the page describes the CROSS-MODULE use of Modul Strukturdaten's Organization; becomes a section on profiles.md with the cross-module reference	2	0 local Organization artefacts; page references modulstruktur guide
MIIIGModulStudie/TechnischeImplementierung/FHIR-Profile/PractitionerRole.page.md	input/intro-notes/StructureDefinition-mii-pr-studie-beteiligte-person-intro.md	[MAP-EDIT] content about ONE profile -> its intro note; Suchparameter section split -> search-parameters.md	1	profile mii-pr-studie-beteiligte-person (PractitionerRole)
MIIIGModulStudie/TechnischeImplementierung/FHIR-Profile/ResearchStudy.page.md	input/intro-notes/StructureDefinition-mii-pr-studie-studie-intro.md	[MAP-EDIT] content about ONE profile -> its intro note; Suchparameter section split -> search-parameters.md	1	profile mii-pr-studie-studie (ResearchStudy)
MIIIGModulStudie/TechnischeImplementierung/FHIR-Profile/ResearchSubject.page.md	input/intro-notes/StructureDefinition-mii-pr-studie-proband-intro.md	[MAP-EDIT] content about ONE profile -> its intro note; Suchparameter section split -> search-parameters.md	1	profile mii-pr-studie-proband (ResearchSubject)
MIIIGModulStudie/TechnischeImplementierung/FHIR-Profile/StudyInclusion.page.md	input/intro-notes/StructureDefinition-mii-pr-studie-studieneinschluss-anfrage-intro.md	[MAP-EDIT] content about ONE profile -> its intro note; Suchparameter section split -> search-parameters.md	1	profile mii-pr-studie-studieneinschluss-anfrage (ServiceRequest)
MIIIGModulStudie/TechnischeImplementierung/FHIR-Profile/FHIR-Profile.page.md	RETIRED	[MAP-EDIT] orphan (in no toc.yaml of any tree) and near-duplicate older variant of FHIR-Profile/Index.page.md ("WARNUNG!" text cell instead of the image) — content preserved via the Index row above	5	orphan; near-duplicate; live only by direct URL
